timestamp,src_ip,dst_ip,service,status,sospechoso,user_agent,bytes,user,hour,is_internet,anomaly,score
2025-11-21T14:25:37.403894,192.168.100.224,192.168.100.138,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4707,,14,False,0,0.1004408016586964
2025-11-21T06:45:53.694876,192.168.100.236,192.168.100.211,ssh,success,no,curl/7.68.0,7003,,6,False,0,0.07045918958912023
2025-11-20T20:45:23.682421,192.168.100.220,192.168.100.131,ftp,success,no,curl/7.68.0,5393,,20,False,0,0.08328693731735132
2025-11-21T04:57:51.684394,10.50.191,192.168.100.167,https,success,no,curl/7.68.0,2637,,4,False,0,0.0927209550219823
2025-11-21T05:03:51.854453,192.168.100.16,192.168.100.107,ftp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4257,,5,False,0,0.09519378383224747
2025-11-20T21:06:23.634650,192.168.100.3,10.50.39,ftp,success,no,curl/7.68.0,2354,,21,False,0,0.07435799070676619
2025-11-21T07:53:54.193032,187.141.100.10,192.168.100.10,ssh,failed,si,python-requests/2.28.1,99,root,7,True,1,-0.11251343654193369
2025-11-20T23:54:06.569791,10.50.159,192.168.100.53,rdp,success,no,curl/7.68.0,4531,,23,False,0,0.049475279089268964
2025-11-21T05:18:36.957836,10.50.192,10.50.57,rdp,success,no,curl/7.68.0,7183,,5,False,0,0.06340850452971958
2025-11-20T19:06:45.952552,10.50.56,192.168.100.202,rdp,success,no,curl/7.68.0,6904,,19,False,0,0.0711542521284445
2025-11-21T13:44:45.911836,192.168.100.194,10.50.193,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3858,,13,False,0,0.10424731312278213
2025-11-21T04:51:43.016177,10.50.31,192.168.100.67,rdp,success,no,curl/7.68.0,6576,,4,False,0,0.07562451669458259
2025-11-21T10:42:58.099008,192.168.100.150,192.168.100.187,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),6907,,10,False,0,0.08614953735262021
2025-11-21T15:54:19.986111,10.50.246,192.168.100.205,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),6966,,15,False,0,0.07964830179351251
2025-11-21T06:49:34.306067,10.50.17,10.50.219,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7653,,6,False,0,0.052050157231878114
2025-11-21T13:47:41.229497,192.168.100.123,10.50.245,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1002,,13,False,0,0.07504041614066648
2025-11-21T01:01:48.240316,10.50.121,192.168.100.127,ftp,success,no,curl/7.68.0,5580,,1,False,0,0.05884939820942703
2025-11-20T21:09:32.731430,10.50.55,192.168.100.188,rdp,success,no,curl/7.68.0,2660,,21,False,0,0.06965734374139876
2025-11-20T21:21:20.664525,10.50.221,10.50.120,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7511,,21,False,0,0.03973213942726572
2025-11-21T12:32:03.653798,192.168.100.76,192.168.100.80,rdp,success,no,curl/7.68.0,1326,,12,False,0,0.08166048031786471
2025-11-21T07:31:17.390646,10.50.162,10.50.162,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5051,,7,False,0,0.10133500188728023
2025-11-21T01:21:52.704711,10.50.58,192.168.100.190,ftp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5800,,1,False,0,0.05771583723941931
2025-11-21T03:34:39.743002,200.10.20.30,192.168.100.111,rdp,failed,si,masscan/1.3.10,165,,3,True,1,-0.11694991276785138
2025-11-21T04:35:47.761514,10.50.132,192.168.100.254,https,success,no,curl/7.68.0,4682,,4,False,0,0.0986606391637529
2025-11-21T06:48:09.884708,192.168.100.209,10.50.78,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7016,,6,False,0,0.07858136334228188
2025-11-20T17:34:16.956245,192.168.100.159,192.168.100.8,rdp,success,no,curl/7.68.0,1974,,17,False,0,0.08084234285849173
2025-11-20T16:51:48.543791,192.168.100.191,10.50.112,http,success,no,curl/7.68.0,5776,,16,False,0,0.09754166093470423
2025-11-21T05:08:22.594158,10.50.181,10.50.165,https,success,no,curl/7.68.0,5342,,5,False,0,0.09648347351157777
2025-11-20T21:35:23.735007,45.33.32.156,10.50.97,https,failed,si,python-requests/2.28.1,237,,21,True,1,-0.12991717953165083
2025-11-21T08:03:23.683809,10.50.63,10.50.134,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3266,,8,False,0,0.10673864882311934
2025-11-21T02:36:23.606619,10.50.124,10.50.79,http,success,no,curl/7.68.0,1175,,2,False,0,0.046564728542369926
2025-11-21T09:42:47.001826,192.168.100.112,10.50.112,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4114,,9,False,0,0.10912771519171127
2025-11-21T07:59:03.862389,10.50.60,10.50.204,rdp,success,no,curl/7.68.0,1742,,7,False,0,0.0851689959491933
2025-11-21T03:45:05.017609,10.50.219,192.168.100.54,https,success,no,curl/7.68.0,7024,,3,False,0,0.07072823576217668
2025-11-20T20:00:19.047746,192.168.100.146,192.168.100.75,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4920,,20,False,0,0.08180528138531029
2025-11-20T19:58:16.871329,10.50.9,192.168.100.20,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5003,,19,False,0,0.09521030752451126
2025-11-21T06:10:29.924455,10.50.148,10.50.245,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3842,,6,False,0,0.10574810840722931
2025-11-21T09:51:50.488353,10.50.182,10.50.113,rdp,success,no,curl/7.68.0,1306,,9,False,0,0.0818302675431084
2025-11-20T18:32:42.356532,10.50.165,10.50.18,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),6744,,18,False,0,0.07465723244712108
2025-11-20T23:31:30.614055,200.10.20.30,192.168.100.232,https,failed,si,Go-http-client/1.1,175,,23,True,1,-0.12866147954844764
2025-11-21T01:02:59.562739,10.50.176,192.168.100.246,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3821,,1,False,0,0.06597472559150386
2025-11-21T04:43:14.730484,192.168.100.209,192.168.100.137,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4716,,4,False,0,0.0979424783162745
2025-11-21T10:44:12.972542,10.50.33,192.168.100.65,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7810,,10,False,0,0.054363723456474666
2025-11-21T08:38:13.566646,192.168.100.233,10.50.141,ftp,success,no,curl/7.68.0,5148,,8,False,0,0.10162942387172408
2025-11-21T03:19:44.016132,10.50.53,192.168.100.233,rdp,success,no,curl/7.68.0,2521,,3,False,0,0.08691861914203047
2025-11-21T11:45:31.988210,10.50.121,10.50.77,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1609,,11,False,0,0.08819031698839108
2025-11-21T15:48:54.708630,10.50.96,10.50.215,rdp,success,no,curl/7.68.0,5615,,15,False,0,0.09853094351898783
2025-11-21T10:54:39.739106,10.50.61,192.168.100.12,ssh,success,no,curl/7.68.0,3111,,10,False,0,0.10244362225391401
2025-11-20T21:26:32.537484,192.168.100.192,10.50.92,http,success,no,curl/7.68.0,7379,,21,False,0,0.051441361784810846
2025-11-21T13:33:57.850531,10.50.227,192.168.100.178,http,success,no,curl/7.68.0,6702,,13,False,0,0.09203182265318499
2025-11-20T18:20:25.002439,192.168.100.153,192.168.100.134,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7060,,18,False,0,0.07523171069362322
2025-11-21T11:49:37.128476,10.50.151,192.168.100.180,http,success,no,curl/7.68.0,1797,,11,False,0,0.09172045509515497
2025-11-20T20:55:24.684162,192.168.100.64,10.50.141,ssh,success,no,curl/7.68.0,732,,20,False,0,0.05045744176338118
2025-11-21T06:06:43.489852,192.168.100.186,10.50.56,ftp,success,no,curl/7.68.0,7318,,6,False,0,0.056073874727245565
2025-11-21T08:30:53.463854,192.168.100.174,192.168.100.2,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4211,,8,False,0,0.1088231671431224
2025-11-21T13:45:06.637603,200.10.20.30,192.168.100.10,ssh,failed,si,python-requests/2.28.1,129,root,13,True,1,-0.1065404958945485
2025-11-21T11:55:38.388960,192.168.100.4,10.50.214,rdp,success,no,curl/7.68.0,3139,,11,False,0,0.1097696694594818
2025-11-21T15:21:00.561057,10.50.158,10.50.76,ftp,success,no,curl/7.68.0,3256,,15,False,0,0.10426057366395564
2025-11-21T01:45:12.542285,10.50.50,192.168.100.76,https,success,no,curl/7.68.0,7548,,1,False,0,0.037940917097036064
2025-11-21T07:14:03.263234,192.168.100.23,10.50.202,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),6508,,7,False,0,0.08460712640479906
2025-11-20T17:36:00.575162,192.168.100.144,192.168.100.60,https,success,no,curl/7.68.0,7797,,17,False,0,0.04912046895715061
2025-11-20T18:34:22.965717,10.50.245,10.50.187,https,success,no,curl/7.68.0,7473,,18,False,0,0.06366758283938878
2025-11-21T12:21:01.617042,10.50.142,10.50.107,ssh,success,no,curl/7.68.0,7867,,12,False,0,0.051458170229021105
2025-11-21T07:39:10.554000,10.50.3,192.168.100.152,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3837,,7,False,0,0.10528182370385636
2025-11-21T01:13:19.918455,10.50.117,10.50.71,ftp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3979,,1,False,0,0.06540933038052721
2025-11-21T07:00:15.552045,10.50.79,192.168.100.250,ftp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5432,,7,False,0,0.09927434709619787
2025-11-20T23:57:35.735020,10.50.35,192.168.100.229,http,success,no,curl/7.68.0,6692,,23,False,0,0.041548113962462496
2025-11-20T23:39:46.430904,192.168.100.157,10.50.4,ftp,success,no,curl/7.68.0,3690,,23,False,0,0.048781871848718183
2025-11-21T02:35:29.596939,192.168.100.32,10.50.106,ssh,success,no,curl/7.68.0,7434,,2,False,0,0.041246059548853076
2025-11-21T11:43:55.393120,192.168.100.211,10.50.35,rdp,success,no,curl/7.68.0,3720,,11,False,0,0.10742187632949413
2025-11-20T17:31:30.407257,10.50.128,192.168.100.150,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),575,,17,False,0,0.05316335602636291
2025-11-21T00:14:59.738403,200.10.20.30,192.168.100.10,ssh,failed,si,python-requests/2.28.1,180,root,0,True,1,-0.13038179548306839
2025-11-20T23:56:08.749646,10.50.164,10.50.137,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7924,,23,False,0,0.010529688518670088
2025-11-21T09:40:03.570022,10.50.191,192.168.100.55,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3966,,9,False,0,0.11050864967951168
2025-11-21T14:19:15.717738,10.50.140,192.168.100.106,ftp,success,no,curl/7.68.0,3698,,14,False,0,0.10137147985225359
2025-11-21T09:44:50.663622,192.168.100.174,192.168.100.243,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2941,,9,False,0,0.1039873268190965
2025-11-21T14:41:44.781177,192.168.100.93,192.168.100.119,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5545,,14,False,0,0.09989611110579011
2025-11-21T00:52:30.320723,192.168.100.158,192.168.100.80,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2513,,0,False,0,0.045212630879634785
2025-11-21T16:31:03.584331,10.50.130,192.168.100.232,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),952,,16,False,0,0.06896237922651571
2025-11-20T22:27:47.345014,10.50.165,10.50.175,https,success,no,curl/7.68.0,6500,,22,False,0,0.05439492959617365
2025-11-20T20:40:53.713211,10.50.193,10.50.180,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5369,,20,False,0,0.07928066712161314
2025-11-21T04:15:37.562967,10.50.45,10.50.111,https,success,no,curl/7.68.0,6852,,4,False,0,0.07947262553694517
2025-11-20T23:38:18.091885,10.50.68,192.168.100.188,rdp,success,no,curl/7.68.0,7110,,23,False,0,0.027675129348977756
2025-11-21T05:54:22.673957,192.168.100.132,10.50.60,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7353,,5,False,0,0.06976885477115824
2025-11-20T23:06:36.647478,198.51.100.15,192.168.100.23,ftp,failed,si,Go-http-client/1.1,244,,23,True,1,-0.12693115093431895
2025-11-21T08:35:22.354678,10.50.198,10.50.112,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4483,,8,False,0,0.10825205933777166
2025-11-20T18:54:08.918422,10.50.208,10.50.7,ftp,success,no,curl/7.68.0,4248,,18,False,0,0.09503706906158094
2025-11-21T03:50:12.197317,10.50.179,192.168.100.148,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1655,,3,False,0,0.07288288266893861
2025-11-21T08:58:12.057781,192.168.100.58,10.50.28,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4363,,8,False,0,0.10679698304221152
2025-11-21T02:24:35.245841,192.168.100.33,10.50.69,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5733,,2,False,0,0.07970510090694127
2025-11-21T02:47:43.778635,10.50.126,10.50.106,http,success,no,curl/7.68.0,889,,2,False,0,0.04044138746085768
2025-11-21T02:45:06.727610,192.168.100.61,10.50.216,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3687,,2,False,0,0.08188861490702903
2025-11-21T13:26:14.088352,192.168.100.208,192.168.100.104,ssh,success,no,curl/7.68.0,4071,,13,False,0,0.10712069127387197
2025-11-20T21:21:24.694707,10.50.128,10.50.98,https,success,no,curl/7.68.0,2828,,21,False,0,0.07462372044704046
2025-11-21T00:01:43.608060,192.168.100.225,10.50.252,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1751,,0,False,0,0.03667878261213464
2025-11-20T19:54:06.561331,192.168.100.12,10.50.181,https,success,no,curl/7.68.0,3665,,19,False,0,0.09647378369226678
2025-11-20T23:19:36.652219,192.168.100.61,192.168.100.28,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7377,,23,False,0,0.018794822906927577
2025-11-21T12:43:15.394027,192.168.100.207,192.168.100.30,https,success,no,curl/7.68.0,3034,,12,False,0,0.10473517325452114
2025-11-21T04:57:23.912764,192.168.100.253,192.168.100.157,https,success,no,curl/7.68.0,4145,,4,False,0,0.1020185186761739
2025-11-21T11:29:30.889115,10.50.223,10.50.225,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4656,,11,False,0,0.10809645840264476
2025-11-21T14:25:45.556303,192.168.100.99,192.168.100.43,http,success,no,curl/7.68.0,2696,,14,False,0,0.10183245304653499
2025-11-21T12:25:20.712934,10.50.38,10.50.25,http,success,no,curl/7.68.0,4230,,12,False,0,0.10859933584564363
2025-11-20T18:16:17.512593,10.50.190,192.168.100.166,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7641,,18,False,0,0.056519336667851916
2025-11-20T22:39:07.553826,10.50.233,192.168.100.115,http,success,no,curl/7.68.0,4947,,22,False,0,0.07172709911803976
2025-11-21T07:38:27.585112,192.168.100.227,10.50.232,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7810,,7,False,0,0.046089377661497566
2025-11-20T23:24:03.679091,10.50.63,10.50.204,rdp,success,no,curl/7.68.0,6799,,23,False,0,0.03268069385896999
2025-11-21T14:18:11.530199,45.33.32.156,10.50.45,rdp,failed,si,python-requests/2.28.1,180,,14,True,1,-0.10921487673900687
2025-11-21T07:04:23.468587,10.50.229,10.50.113,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7196,,7,False,0,0.07584229577358459
2025-11-21T10:38:33.310286,192.168.100.248,192.168.100.159,http,success,no,curl/7.68.0,5509,,10,False,0,0.10658320589142029
2025-11-21T08:57:25.743682,192.168.100.107,10.50.233,ssh,success,no,curl/7.68.0,4576,,8,False,0,0.1051047392523431
2025-11-21T03:27:57.618415,192.168.100.34,192.168.100.214,https,success,no,curl/7.68.0,3884,,3,False,0,0.0923211779818574
2025-11-21T14:35:49.507559,10.50.127,192.168.100.14,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3389,,14,False,0,0.10536295386782846
2025-11-21T04:12:37.645576,10.50.117,192.168.100.188,http,success,no,curl/7.68.0,4977,,4,False,0,0.09503872376426803
2025-11-20T22:41:57.264222,10.50.204,192.168.100.134,rdp,success,no,curl/7.68.0,7247,,22,False,0,0.03871588561163841
2025-11-21T11:19:25.068261,10.50.34,192.168.100.250,ftp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),937,,11,False,0,0.07195994788820637
2025-11-21T10:14:47.244005,187.141.100.10,192.168.100.172,ftp,failed,si,python-requests/2.28.1,198,,10,True,1,-0.1117799963232542
2025-11-21T16:26:39.458870,192.168.100.174,192.168.100.218,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),6796,,16,False,0,0.0880679594234664
2025-11-21T01:08:17.847210,192.168.100.134,192.168.100.226,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7526,,1,False,0,0.038243719614003524
2025-11-20T22:28:42.952279,10.50.199,192.168.100.141,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5652,,22,False,0,0.06653204644785105
2025-11-21T16:23:28.570794,10.50.16,192.168.100.59,ftp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),6324,,16,False,0,0.09071503904913347
2025-11-21T12:45:51.944672,10.50.207,10.50.155,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3601,,12,False,0,0.10819482038462302
2025-11-21T12:50:37.177758,192.168.100.179,192.168.100.136,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),6483,,12,False,0,0.09068815782371542
2025-11-20T20:35:16.664405,192.168.100.76,192.168.100.154,http,success,no,curl/7.68.0,6469,,20,False,0,0.08095394782844173
2025-11-21T03:17:23.633420,10.50.26,10.50.97,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3120,,3,False,0,0.0817552971178852
2025-11-21T10:29:06.803974,10.50.184,10.50.183,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7007,,10,False,0,0.08536105635450941
2025-11-20T23:03:13.331422,192.168.100.19,10.50.252,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),592,,23,False,0,0.00982445874709914
2025-11-20T18:47:20.985372,192.168.100.85,10.50.244,rdp,success,no,curl/7.68.0,6878,,18,False,0,0.07598858393501262
2025-11-20T23:20:12.967686,192.168.100.216,192.168.100.226,http,success,no,curl/7.68.0,7020,,23,False,0,0.034928709736123165
2025-11-20T20:55:51.210984,10.50.244,10.50.154,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7811,,20,False,0,0.04576825310592869
2025-11-20T20:24:38.098317,10.50.40,192.168.100.40,http,success,no,curl/7.68.0,7252,,20,False,0,0.06392759235524936
2025-11-20T20:12:14.271397,192.168.100.5,10.50.232,ftp,success,no,curl/7.68.0,7930,,20,False,0,0.02817716805072501
2025-11-21T03:49:48.687023,10.50.118,192.168.100.143,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5038,,3,False,0,0.08780386524020212
2025-11-21T07:57:34.684496,192.168.100.118,192.168.100.93,ssh,success,no,curl/7.68.0,2275,,7,False,0,0.09077486660658612
2025-11-20T18:54:44.570992,192.168.100.33,192.168.100.225,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1775,,18,False,0,0.08237219052040978
2025-11-20T21:57:18.581849,192.168.100.104,192.168.100.134,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7068,,21,False,0,0.049339688346374255
2025-11-21T04:35:50.199199,192.168.100.6,10.50.30,http,success,no,curl/7.68.0,7708,,4,False,0,0.051399724582439243
2025-11-20T19:48:23.727265,192.168.100.21,10.50.174,http,success,no,curl/7.68.0,6396,,19,False,0,0.08590841603579619
2025-11-21T02:28:05.612145,10.50.189,10.50.233,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),3889,,2,False,0,0.0855720267153911
2025-11-20T22:51:12.640006,192.168.100.52,192.168.100.171,rdp,success,no,curl/7.68.0,986,,22,False,0,0.02982833178749089
2025-11-21T08:21:56.016246,10.50.50,10.50.147,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2409,,8,False,0,0.09579376344255947
2025-11-21T08:51:29.613855,192.168.100.106,192.168.100.43,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1752,,8,False,0,0.08863593194366548
2025-11-21T08:03:02.692237,10.50.34,192.168.100.235,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),6477,,8,False,0,0.08742720102719265
2025-11-21T11:47:23.374416,10.50.123,10.50.172,rdp,success,no,curl/7.68.0,5242,,11,False,0,0.09852534537593588
2025-11-21T01:07:43.891806,10.50.207,10.50.169,http,success,no,curl/7.68.0,5162,,1,False,0,0.0687145331428548
2025-11-20T18:33:37.678431,192.168.100.94,192.168.100.206,ftp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5014,,18,False,0,0.09349955031976626
2025-11-21T07:20:52.890841,192.168.100.251,10.50.195,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1439,,7,False,0,0.08269978633037789
2025-11-20T19:50:39.615928,10.50.134,10.50.220,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),897,,19,False,0,0.06210066748487497
2025-11-21T13:56:36.919065,192.168.100.14,10.50.143,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2483,,13,False,0,0.10053768840965693
2025-11-20T22:15:43.020499,10.50.98,192.168.100.151,ssh,success,no,curl/7.68.0,7167,,22,False,0,0.04548811174878031
2025-11-21T04:29:04.635789,192.168.100.26,10.50.193,rdp,success,no,curl/7.68.0,776,,4,False,0,0.05754184054156908
2025-11-20T19:30:01.323040,192.168.100.81,192.168.100.178,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4921,,19,False,0,0.08845046780600474
2025-11-21T14:22:11.895409,192.168.100.130,10.50.73,ftp,success,no,curl/7.68.0,2957,,14,False,0,0.09976940979097493
2025-11-21T11:17:22.803376,10.50.69,192.168.100.207,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5629,,11,False,0,0.10421983791436257
2025-11-21T01:55:39.936178,192.168.100.152,10.50.127,ftp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1829,,1,False,0,0.05579056560739992
2025-11-21T09:29:07.449798,10.50.58,192.168.100.7,ssh,success,no,curl/7.68.0,6227,,9,False,0,0.09323473114687131
2025-11-21T01:01:27.913634,192.168.100.176,192.168.100.234,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7178,,1,False,0,0.04359403566529174
2025-11-21T15:05:33.721170,192.168.100.234,192.168.100.110,ftp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7659,,15,False,0,0.05298302996429871
2025-11-21T11:15:57.077389,10.50.245,10.50.172,rdp,success,no,curl/7.68.0,4070,,11,False,0,0.10789884688175211
2025-11-21T06:48:22.523663,10.50.102,10.50.64,http,success,no,curl/7.68.0,619,,6,False,0,0.05383914188061201
2025-11-20T21:24:22.406419,10.50.89,192.168.100.22,ssh,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),7164,,21,False,0,0.05617155670821994
2025-11-21T14:32:02.977256,192.168.100.131,192.168.100.187,rdp,success,no,curl/7.68.0,5427,,14,False,0,0.09937919935600298
2025-11-21T11:58:05.421309,192.168.100.112,10.50.55,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1307,,11,False,0,0.08175896935548
2025-11-20T16:48:00.654439,10.50.122,10.50.98,rdp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4713,,16,False,0,0.0955883691219711
2025-11-20T20:10:11.570980,192.168.100.102,10.50.159,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),1710,,20,False,0,0.06803095250497848
2025-11-21T04:04:05.563965,192.168.100.184,192.168.100.25,ftp,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2249,,4,False,0,0.08731186714875105
2025-11-21T06:03:07.607014,10.50.142,192.168.100.213,http,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),4924,,6,False,0,0.10118383242191697
2025-11-20T23:44:39.343623,10.50.224,10.50.195,ftp,success,no,curl/7.68.0,3182,,23,False,0,0.04762023392391468
2025-11-21T13:53:35.613081,192.168.100.64,192.168.100.150,https,success,no,Mozilla/5.0 (Windows NT 10.0; Win64; x64),2125,,13,False,0,0.09450451674237764
2025-11-20T17:29:51.161715,10.50.190,10.50.253,ssh,success,no,curl/7.68.0,7640,,17,False,0,0.06088077732430475
2025-11-20T20:24:12.559556,10.50.56,10.50.142,ssh,success,no,curl/7.68.0,2485,,20,False,0,0.08411622675130198
